20-09-15-17-40-24,7C:21:0E:3E:6A:6F,31/70,-79,Unifi
20-09-15-17-40-24,A0:CF:5B:3D:79:EF,27/70,-83,Unifi
20-09-15-17-40-24,00:2A:10:8F:F7:5F,25/70,-85,Unifi
20-09-15-17-40-24,00:2A:10:8F:E1:CF,29/70,-81,Unifi
20-09-15-17-40-24,A0:CF:5B:00:D1:3F,31/70,-79,Unifi
20-09-15-17-40-24,00:2A:10:8F:E1:C0,29/70,-81,Unifi
20-09-15-17-40-24,A0:CF:5B:00:D1:30,30/70,-80,Unifi
20-09-15-17-40-24,A0:CF:5B:3F:85:3F,26/70,-84,Unifi
20-09-15-17-40-24,00:2A:10:8F:F7:50,26/70,-84,Unifi
20-09-15-17-40-24,08:EC:F5:B9:28:4F,24/70,-86,Unifi
20-09-15-17-40-24,A0:CF:5B:3D:5E:FF,27/70,-83,Unifi
20-09-15-17-40-24,A0:CF:5B:3D:5E:F0,37/70,-73,Unifi
