20-09-15-18-08-41,7C:21:0E:3E:6F:AF,44/70,-66,Unifi
20-09-15-18-08-41,7C:21:0E:3E:6A:AF,35/70,-75,Unifi
20-09-15-18-08-41,7C:21:0E:3E:68:2F,44/70,-66,Unifi
20-09-15-18-08-41,78:72:5D:77:F2:EF,32/70,-78,Unifi
20-09-15-18-08-41,58:AC:78:A3:8C:A0,51/70,-59,Unifi
20-09-15-18-08-41,58:AC:78:D2:7C:4F,28/70,-82,Unifi
20-09-15-18-08-41,7C:21:0E:3E:6A:A0,31/70,-79,Unifi
20-09-15-18-08-41,58:AC:78:D2:7C:40,26/70,-84,Unifi
20-09-15-18-08-41,E8:65:49:32:F4:8F,39/70,-71,Unifi
